what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411635307622
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411635308777
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411635309124
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411635311153
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411635311514
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411635317471
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411635317857
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411635318775
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411635319129
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411635323076
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411635323459
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411635324618
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411635324954
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411635325757
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411635326168
activated,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1411635340290
activated,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1411635340311
activated,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1411635347642
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411635348792
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411635385293
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411635386714
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411635389440
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411635390182
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411635391524
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411635391833
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411635430467
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411635434636
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411635436207
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411635441593
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.RunLast",1411635443570
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1411635443963
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411635446693
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411635447307
activated,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1411635450705
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411635451718
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.RunLast",1411635452634
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1411635455447
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411635460365
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411635462369
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411635464146
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411635465091
