what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1411578333298
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1411578333479
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1411578333655
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1411578333827
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1411578334013
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1411578334180
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1411578334339
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1411578334529
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.RunLast",1411578344329
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411578344398
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411578345238
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1411578346550
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411578387900
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411578389308
activated,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1411578398790
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411578411591
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411578421252
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1411578423895
activated,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1411578439409
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411578444890
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.RunLast",1411578445890
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1411578447717
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1411578468859
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411578469754
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411578471575
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411578471973
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411578538743
activated,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1411578542932
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411578558235
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411578560499
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.RunLast",1411578561853
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1411578563854
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411578583845
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411578588410
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1411578600595
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411578601066
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411578602455
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411578603401
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411578604324
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1411578605985
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411578606371
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411578634485
activated,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1411578640553
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411578655205
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411578658251
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411578660495
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411578661108
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411578662219
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411578662760
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineEnd",1411578702372
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1411578703459
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1411578705026
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1411578706032
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1411578709165
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1411578709917
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1411578712743
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411578713469
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.RunLast",1411578715295
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1411578716409
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411578725263
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411578725926
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411578727138
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411578728527
activated,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1411578734055
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411578742727
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411578744439
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.RunLast",1411578745971
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1411578747855
activated,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1411578753068
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1411578755876
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411578757361
